0.972,0.973
0.971,0.975
0.970,0.970
0.973,0.974
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.972,0.975
0.968,0.971
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.972,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.972,0.975
0.972,0.974
0.972,0.973
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.971,0.975
0.972,0.975
0.971,0.975
0.971,0.975
0.972,0.974
0.976,0.963
